,,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Identyfikator punktu,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.092471,53.125551,1000058,T,Jednorodzinna,popiół,worek,,,
23.092471,53.125551,1000058,T,Jednorodzinna,szkło,worek,,,
23.092471,53.125551,1000058,T,Jednorodzinna,zielone,worek,,,
23.092471,53.125551,1000058,T,Jednorodzinna,zmieszane,120,18014398708592980,4000000BDE3154,4000000BDE3154
23.091236,53.126871,1000059,T,Jednorodzinna,SUCHE,worek,,,
23.091236,53.126871,1000059,T,Jednorodzinna,gabaryty,kontener,,,
23.091236,53.126871,1000059,T,Jednorodzinna,popiół,worek,,,
23.091236,53.126871,1000059,T,Jednorodzinna,szkło,worek,,,
23.091236,53.126871,1000059,T,Jednorodzinna,zielone,worek,,,
23.091236,53.126871,1000059,T,Jednorodzinna,zmieszane,120,18014398708592314,4000000BDE2EBA,4000000BDE2EBA
23.093516,53.123844,1000060,T,Jednorodzinna,SUCHE,worek,,,
23.093516,53.123844,1000060,T,Jednorodzinna,gabaryty,kontener,,,
23.093516,53.123844,1000060,T,Jednorodzinna,popiół,worek,,,
23.093516,53.123844,1000060,T,Jednorodzinna,szkło,worek,,,
23.093516,53.123844,1000060,T,Jednorodzinna,zielone,worek,,,
23.093516,53.123844,1000060,T,Jednorodzinna,zmieszane,120,18014398708581546,4000000BDE04AA,4000000BDE04AA
23.08756,53.134631,1000061,T,Jednorodzinna,SUCHE,worek,,,
23.08756,53.134631,1000061,T,Jednorodzinna,gabaryty,kontener,,,
23.08756,53.134631,1000061,T,Jednorodzinna,popiół,worek,,,
23.08756,53.134631,1000061,T,Jednorodzinna,szkło,worek,,,
23.08756,53.134631,1000061,T,Jednorodzinna,zielone,worek,,,
23.08756,53.134631,1000061,T,Jednorodzinna,zmieszane,120,18014398708583364,4000000BDE0BC4,4000000BDE0BC4
23.086089,53.135098,1000062,T,Jednorodzinna,SUCHE,worek,,,
23.086089,53.135098,1000062,T,Jednorodzinna,gabaryty,kontener,,,
23.086089,53.135098,1000062,T,Jednorodzinna,popiół,worek,,,
23.086089,53.135098,1000062,T,Jednorodzinna,szkło,worek,,,
23.086089,53.135098,1000062,T,Jednorodzinna,zielone,worek,,,
23.086089,53.135098,1000062,T,Jednorodzinna,zmieszane,120,18014398708574587,4000000BDDE97B,4000000BDDE97B
23.087338,53.134093,1000063,T,Jednorodzinna,SUCHE,worek,,,
23.087338,53.134093,1000063,T,Jednorodzinna,gabaryty,kontener,,,
23.087338,53.134093,1000063,T,Jednorodzinna,popiół,worek,,,
23.087338,53.134093,1000063,T,Jednorodzinna,szkło,worek,,,
23.087338,53.134093,1000063,T,Jednorodzinna,zielone,worek,,,
23.087338,53.134093,1000063,T,Jednorodzinna,zmieszane,120,18014398708581632,4000000BDE0500,4000000BDE0500
23.0872,53.133862,1000064,T,Jednorodzinna,SUCHE,worek,,,
23.0872,53.133862,1000064,T,Jednorodzinna,gabaryty,kontener,,,
23.0872,53.133862,1000064,T,Jednorodzinna,popiół,worek,,,
23.0872,53.133862,1000064,T,Jednorodzinna,szkło,worek,,,
23.0872,53.133862,1000064,T,Jednorodzinna,zielone,worek,,,
23.0872,53.133862,1000064,T,Jednorodzinna,zmieszane,120,18014398708608408,4000000BDE6D98,4000000BDE6D98
23.086991,53.133467,1000065,T,Jednorodzinna,SUCHE,worek,,,
23.086991,53.133467,1000065,T,Jednorodzinna,gabaryty,kontener,,,
23.086991,53.133467,1000065,T,Jednorodzinna,popiół,worek,,,
23.086991,53.133467,1000065,T,Jednorodzinna,szkło,worek,,,
23.086991,53.133467,1000065,T,Jednorodzinna,zielone,worek,,,
23.086991,53.133467,1000065,T,Jednorodzinna,zmieszane,240,18014398708575604,4000000BDDED74,4000000BDDED74
23.086991,53.133467,1000066,T,Jednorodzinna,SUCHE,worek,,,
23.086991,53.133467,1000066,T,Jednorodzinna,gabaryty,kontener,,,
23.086991,53.133467,1000066,T,Jednorodzinna,popiół,worek,,,
23.086991,53.133467,1000066,T,Jednorodzinna,szkło,worek,,,
23.086991,53.133467,1000066,T,Jednorodzinna,zielone,worek,,,
23.086991,53.133467,1000066,T,Jednorodzinna,zmieszane,120,18014398708578213,4000000BDDF7A5,4000000BDDF7A5
23.086893,53.133218,1000067,T,Jednorodzinna,SUCHE,worek,,,
23.086893,53.133218,1000067,T,Jednorodzinna,gabaryty,kontener,,,
23.086893,53.133218,1000067,T,Jednorodzinna,popiół,worek,,,
23.086893,53.133218,1000067,T,Jednorodzinna,szkło,worek,,,
23.086893,53.133218,1000067,T,Jednorodzinna,zielone,worek,,,
23.086893,53.133218,1000067,T,Jednorodzinna,zmieszane,120,18014398708574565,4000000BDDE965,4000000BDDE965
23.08628,53.132053,1000068,T,Jednorodzinna,SUCHE,worek,,,
23.08628,53.132053,1000068,T,Jednorodzinna,gabaryty,kontener,,,
23.08628,53.132053,1000068,T,Jednorodzinna,popiół,worek,,,
23.08628,53.132053,1000068,T,Jednorodzinna,szkło,worek,,,
23.08628,53.132053,1000068,T,Jednorodzinna,zielone,worek,,,
23.08628,53.132053,1000068,T,Jednorodzinna,zmieszane,240,18014398708582600,4000000BDE08C8,4000000BDE08C8
23.086071,53.13168,1000069,T,Jednorodzinna,SUCHE,worek,,,
23.086071,53.13168,1000069,T,Jednorodzinna,gabaryty,kontener,,,
23.086071,53.13168,1000069,T,Jednorodzinna,popiół,worek,,,
23.086071,53.13168,1000069,T,Jednorodzinna,szkło,worek,,,
23.086071,53.13168,1000069,T,Jednorodzinna,zielone,worek,,,
23.086071,53.13168,1000069,T,Jednorodzinna,zmieszane,120,18014398708581654,4000000BDE0516,4000000BDE0516
23.085729,53.131107,1000070,T,Jednorodzinna,SUCHE,worek,,,
23.085729,53.131107,1000070,T,Jednorodzinna,gabaryty,kontener,,,
23.085729,53.131107,1000070,T,Jednorodzinna,popiół,worek,,,
23.085729,53.131107,1000070,T,Jednorodzinna,szkło,worek,,,
23.085729,53.131107,1000070,T,Jednorodzinna,zielone,worek,,,
23.085729,53.131107,1000070,T,Jednorodzinna,zmieszane,120,18014398708583174,4000000BDE0B06,4000000BDE0B06
23.085218,53.130791,1000071,T,Jednorodzinna,SUCHE,worek,,,
23.085218,53.130791,1000071,T,Jednorodzinna,gabaryty,kontener,,,
23.085218,53.130791,1000071,T,Jednorodzinna,popiół,worek,,,
23.085218,53.130791,1000071,T,Jednorodzinna,szkło,worek,,,
23.085218,53.130791,1000071,T,Jednorodzinna,zielone,worek,,,
23.085218,53.130791,1000071,T,Jednorodzinna,zmieszane,120,18014398708606974,4000000BDE67FE,4000000BDE67FE
23.08608,53.131627,1000072,T,Jednorodzinna,SUCHE,worek,,,
23.08608,53.131627,1000072,T,Jednorodzinna,gabaryty,kontener,,,
23.08608,53.131627,1000072,T,Jednorodzinna,popiół,worek,,,
23.08608,53.131627,1000072,T,Jednorodzinna,szkło,worek,,,
23.08608,53.131627,1000072,T,Jednorodzinna,zielone,worek,,,
23.08608,53.131627,1000072,T,Jednorodzinna,zmieszane,120,18014398708574438,4000000BDDE8E6,4000000BDDE8E6
23.085929,53.131387,1000073,T,Jednorodzinna,SUCHE,worek,,,
23.085929,53.131387,1000073,T,Jednorodzinna,gabaryty,kontener,,,
23.085929,53.131387,1000073,T,Jednorodzinna,popiół,worek,,,
23.085929,53.131387,1000073,T,Jednorodzinna,szkło,worek,,,
23.085929,53.131387,1000073,T,Jednorodzinna,zielone,worek,,,
23.085929,53.131387,1000073,T,Jednorodzinna,zmieszane,120,18014398708579753,4000000BDDFDA9,4000000BDDFDA9
23.071773,53.131151,1000074,T,Jednorodzinna,SUCHE,worek,,,
23.071773,53.131151,1000074,T,Jednorodzinna,gabaryty,kontener,,,
23.071773,53.131151,1000074,T,Jednorodzinna,popiół,worek,,,
23.071773,53.131151,1000074,T,Jednorodzinna,szkło,worek,,,
23.071773,53.131151,1000074,T,Jednorodzinna,zielone,worek,,,
23.071773,53.131151,1000074,T,Jednorodzinna,zmieszane,120,18014398708595630,4000000BDE3BAE,4000000BDE3BAE
23.071964,53.131151,1000075,T,Jednorodzinna,SUCHE,worek,,,
23.071964,53.131151,1000075,T,Jednorodzinna,gabaryty,kontener,,,
23.071964,53.131151,1000075,T,Jednorodzinna,popiół,worek,,,
23.071964,53.131151,1000075,T,Jednorodzinna,szkło,worek,,,
23.071964,53.131151,1000075,T,Jednorodzinna,zielone,worek,,,
23.071964,53.131151,1000075,T,Jednorodzinna,zmieszane,120,18014398708608830,4000000BDE6F3E,4000000BDE6F3E
23.0704,53.13728,1000076,T,Jednorodzinna,SUCHE,worek,,,
23.0704,53.13728,1000076,T,Jednorodzinna,gabaryty,kontener,,,
23.0704,53.13728,1000076,T,Jednorodzinna,popiół,worek,,,
23.0704,53.13728,1000076,T,Jednorodzinna,szkło,worek,,,
23.0704,53.13728,1000076,T,Jednorodzinna,zielone,worek,,,
23.0704,53.13728,1000076,T,Jednorodzinna,zmieszane,120,18014398708592542,4000000BDE2F9E,4000000BDE2F9E
23.070902,53.137858,1000077,T,Jednorodzinna,SUCHE,worek,,,
23.070902,53.137858,1000077,T,Jednorodzinna,gabaryty,kontener,,,
23.070902,53.137858,1000077,T,Jednorodzinna,popiół,worek,,,
23.070902,53.137858,1000077,T,Jednorodzinna,szkło,worek,,,
23.070902,53.137858,1000077,T,Jednorodzinna,zielone,worek,,,
23.070902,53.137858,1000077,T,Jednorodzinna,zmieszane,120,18014398708592326,4000000BDE2EC6,4000000BDE2EC6
23.0732,53.140396,1000078,T,Jednorodzinna,SUCHE,worek,,,
23.0732,53.140396,1000078,T,Jednorodzinna,gabaryty,kontener,,,
23.0732,53.140396,1000078,T,Jednorodzinna,popiół,worek,,,
23.0732,53.140396,1000078,T,Jednorodzinna,szkło,worek,,,
23.0732,53.140396,1000078,T,Jednorodzinna,zielone,worek,,,
23.0732,53.140396,1000078,T,Jednorodzinna,zmieszane,240,18014398708597841,4000000BDE4451,4000000BDE4451
23.074764,53.144022,1000079,T,Jednorodzinna,SUCHE,worek,,,
23.074764,53.144022,1000079,T,Jednorodzinna,gabaryty,kontener,,,
23.074764,53.144022,1000079,T,Jednorodzinna,popiół,worek,,,
23.074764,53.144022,1000079,T,Jednorodzinna,szkło,worek,,,
23.074764,53.144022,1000079,T,Jednorodzinna,zielone,worek,,,
23.074764,53.144022,1000079,T,Jednorodzinna,zmieszane,120,18014398708609762,4000000BDE72E2,4000000BDE72E2
23.07408,53.14416,1000080,T,Jednorodzinna,SUCHE,worek,,,
23.07408,53.14416,1000080,T,Jednorodzinna,gabaryty,kontener,,,
23.07408,53.14416,1000080,T,Jednorodzinna,popiół,worek,,,
23.07408,53.14416,1000080,T,Jednorodzinna,szkło,worek,,,
23.07408,53.14416,1000080,T,Jednorodzinna,zielone,worek,,,
23.07408,53.14416,1000080,T,Jednorodzinna,zmieszane,120,18014398708595605,4000000BDE3B95,4000000BDE3B95
23.099018,53.132427,1000081,T,Jednorodzinna,SUCHE,worek,,,
23.099018,53.132427,1000081,T,Jednorodzinna,gabaryty,kontener,,,
23.099018,53.132427,1000081,T,Jednorodzinna,popiół,worek,,,
23.099018,53.132427,1000081,T,Jednorodzinna,szkło,worek,,,
23.099018,53.132427,1000081,T,Jednorodzinna,zielone,worek,,,
23.099018,53.132427,1000081,T,Jednorodzinna,zmieszane,240,18014398708514749,4000000BDCFFBD,4000000BDCFFBD
23.099185,53.132472,1000082,T,Jednorodzinna,SUCHE,worek,,,
23.099185,53.132472,1000082,T,Jednorodzinna,gabaryty,kontener,,,
23.099185,53.132472,1000082,T,Jednorodzinna,popiół,worek,,,
23.099185,53.132472,1000082,T,Jednorodzinna,szkło,worek,,,
23.099185,53.132472,1000082,T,Jednorodzinna,zielone,worek,,,
23.099185,53.132472,1000082,T,Jednorodzinna,zmieszane,240,18014398708515117,4000000BDD012D,4000000BDD012D
23.099791,53.132831,1000083,T,Jednorodzinna,SUCHE,worek,,,
23.099791,53.132831,1000083,T,Jednorodzinna,gabaryty,kontener,,,
23.099791,53.132831,1000083,T,Jednorodzinna,popiół,worek,,,
23.099791,53.132831,1000083,T,Jednorodzinna,szkło,worek,,,
23.099791,53.132831,1000083,T,Jednorodzinna,zielone,worek,,,
23.099791,53.132831,1000083,T,Jednorodzinna,zmieszane,120,18014398708515228,4000000BDD019C,4000000BDD019C
23.098453,53.131791,1000084,T,Jednorodzinna,SUCHE,worek,,,
23.098453,53.131791,1000084,T,Jednorodzinna,gabaryty,kontener,,,
23.098453,53.131791,1000084,T,Jednorodzinna,popiół,worek,,,
23.098453,53.131791,1000084,T,Jednorodzinna,szkło,worek,,,
23.098453,53.131791,1000084,T,Jednorodzinna,zielone,worek,,,
23.098453,53.131791,1000084,T,Jednorodzinna,zmieszane,120,18014398708516047,4000000BDD04CF,4000000BDD04CF
23.098867,53.131796,1000085,T,Jednorodzinna,SUCHE,worek,,,
23.098867,53.131796,1000085,T,Jednorodzinna,gabaryty,kontener,,,
23.098867,53.131796,1000085,T,Jednorodzinna,popiół,worek,,,
23.098867,53.131796,1000085,T,Jednorodzinna,szkło,worek,,,
23.098867,53.131796,1000085,T,Jednorodzinna,zielone,worek,,,
23.098867,53.131796,1000085,T,Jednorodzinna,zmieszane,120,18014398708497923,4000000BDCBE03,4000000BDCBE03
23.099284,53.132093,1000086,T,Jednorodzinna,SUCHE,worek,,,
23.099284,53.132093,1000086,T,Jednorodzinna,gabaryty,kontener,,,
23.099284,53.132093,1000086,T,Jednorodzinna,popiół,worek,,,
23.099284,53.132093,1000086,T,Jednorodzinna,szkło,worek,,,
23.099284,53.132093,1000086,T,Jednorodzinna,zielone,worek,,,
23.099284,53.132093,1000086,T,Jednorodzinna,zmieszane,120,18014398708514822,4000000BDD0006,4000000BDD0006
23.099284,53.132093,1000087,T,Jednorodzinna,SUCHE,worek,,,
23.099284,53.132093,1000087,T,Jednorodzinna,gabaryty,kontener,,,
23.099284,53.132093,1000087,T,Jednorodzinna,popiół,worek,,,
23.099284,53.132093,1000087,T,Jednorodzinna,szkło,worek,,,
23.099284,53.132093,1000087,T,Jednorodzinna,zielone,worek,,,
23.099284,53.132093,1000087,T,Jednorodzinna,zmieszane,120,18014398708507600,4000000BDCE3D0,4000000BDCE3D0
23.125547,53.134751,1000088,T,Jednorodzinna,SUCHE,worek,,,
23.125547,53.134751,1000088,T,Jednorodzinna,gabaryty,kontener,,,
23.125547,53.134751,1000088,T,Jednorodzinna,popiół,worek,,,
23.125547,53.134751,1000088,T,Jednorodzinna,szkło,worek,,,
23.125547,53.134751,1000088,T,Jednorodzinna,zielone,worek,,,
23.125547,53.134751,1000088,T,Jednorodzinna,zmieszane,240,18014398708603174,4000000BDE5926,4000000BDE5926
23.083911,53.135511,1000089,T,Jednorodzinna,SUCHE,worek,,,
23.083911,53.135511,1000089,T,Jednorodzinna,gabaryty,kontener,,,
23.083911,53.135511,1000089,T,Jednorodzinna,popiół,worek,,,
23.083911,53.135511,1000089,T,Jednorodzinna,szkło,worek,,,
23.083911,53.135511,1000089,T,Jednorodzinna,zielone,worek,,,
23.083911,53.135511,1000089,T,Jednorodzinna,zmieszane,240,18014398708575617,4000000BDDED81,4000000BDDED81
23.084698,53.135342,1000090,T,Jednorodzinna,SUCHE,worek,,,
23.084698,53.135342,1000090,T,Jednorodzinna,gabaryty,kontener,,,
23.084698,53.135342,1000090,T,Jednorodzinna,popiół,worek,,,
23.084698,53.135342,1000090,T,Jednorodzinna,szkło,worek,,,
23.084698,53.135342,1000090,T,Jednorodzinna,zielone,worek,,,
23.084698,53.135342,1000090,T,Jednorodzinna,zmieszane,240,18014398708579847,4000000BDDFE07,4000000BDDFE07
23.085058,53.135267,1000091,T,Jednorodzinna,SUCHE,worek,,,
23.085058,53.135267,1000091,T,Jednorodzinna,gabaryty,kontener,,,
23.085058,53.135267,1000091,T,Jednorodzinna,popiół,worek,,,
23.085058,53.135267,1000091,T,Jednorodzinna,szkło,worek,,,
23.085058,53.135267,1000091,T,Jednorodzinna,zielone,worek,,,
23.085058,53.135267,1000091,T,Jednorodzinna,zmieszane,120,18014398708602267,4000000BDE559B,4000000BDE559B
23.085058,53.135267,1000092,T,Jednorodzinna,SUCHE,worek,,,
23.085058,53.135267,1000092,T,Jednorodzinna,gabaryty,kontener,,,
23.085058,53.135267,1000092,T,Jednorodzinna,popiół,worek,,,
23.085058,53.135267,1000092,T,Jednorodzinna,szkło,worek,,,
23.085058,53.135267,1000092,T,Jednorodzinna,zielone,worek,,,
23.085058,53.135267,1000092,T,Jednorodzinna,zmieszane,120,18014398708579890,4000000BDDFE32,4000000BDDFE32
23.085227,53.135227,1000093,T,Jednorodzinna,SUCHE,worek,,,
23.085227,53.135227,1000093,T,Jednorodzinna,gabaryty,kontener,,,
23.085227,53.135227,1000093,T,Jednorodzinna,popiół,worek,,,
23.085227,53.135227,1000093,T,Jednorodzinna,szkło,worek,,,
23.085227,53.135227,1000093,T,Jednorodzinna,zielone,worek,,,
23.085227,53.135227,1000093,T,Jednorodzinna,zmieszane,120,18014398708575806,4000000BDDEE3E,4000000BDDEE3E
23.085444,53.135169,1000094,T,Jednorodzinna,SUCHE,worek,,,
23.085444,53.135169,1000094,T,Jednorodzinna,gabaryty,kontener,,,
23.085444,53.135169,1000094,T,Jednorodzinna,popiół,worek,,,
23.085444,53.135169,1000094,T,Jednorodzinna,szkło,worek,,,
23.085444,53.135169,1000094,T,Jednorodzinna,zielone,worek,,,
23.085444,53.135169,1000094,T,Jednorodzinna,zmieszane,120,18014398708579691,4000000BDDFD6B,4000000BDDFD6B
23.085818,53.135093,1000095,T,Jednorodzinna,SUCHE,worek,,,
23.085818,53.135093,1000095,T,Jednorodzinna,gabaryty,kontener,,,
23.085818,53.135093,1000095,T,Jednorodzinna,popiół,worek,,,
23.085818,53.135093,1000095,T,Jednorodzinna,szkło,worek,,,
23.085818,53.135093,1000095,T,Jednorodzinna,zielone,worek,,,
23.085818,53.135093,1000095,T,Jednorodzinna,zmieszane,120,18014398708578047,4000000BDDF6FF,4000000BDDF6FF
23.085818,53.135093,1000096,T,Jednorodzinna,SUCHE,worek,,,
23.085818,53.135093,1000096,T,Jednorodzinna,gabaryty,kontener,,,
23.085818,53.135093,1000096,T,Jednorodzinna,popiół,worek,,,
23.085818,53.135093,1000096,T,Jednorodzinna,szkło,worek,,,
23.085818,53.135093,1000096,T,Jednorodzinna,zielone,worek,,,
23.085818,53.135093,1000096,T,Jednorodzinna,zmieszane,120,18014398708579604,4000000BDDFD14,4000000BDDFD14
23.08624,53.135018,1000097,T,Jednorodzinna,SUCHE,worek,,,
23.08624,53.135018,1000097,T,Jednorodzinna,gabaryty,kontener,,,
23.08624,53.135018,1000097,T,Jednorodzinna,popiół,worek,,,
23.08624,53.135018,1000097,T,Jednorodzinna,szkło,worek,,,
23.08624,53.135018,1000097,T,Jednorodzinna,zielone,worek,,,
23.08624,53.135018,1000097,T,Jednorodzinna,zmieszane,120,18014398708575410,4000000BDDECB2,4000000BDDECB2
23.086636,53.134938,1000098,T,Jednorodzinna,SUCHE,worek,,,
23.086636,53.134938,1000098,T,Jednorodzinna,gabaryty,kontener,,,
23.086636,53.134938,1000098,T,Jednorodzinna,popiół,worek,,,
23.086636,53.134938,1000098,T,Jednorodzinna,szkło,worek,,,
23.086636,53.134938,1000098,T,Jednorodzinna,zielone,worek,,,
23.086636,53.134938,1000098,T,Jednorodzinna,zmieszane,240,18014398708575059,4000000BDDEB53,4000000BDDEB53
23.120911,53.136609,1000099,T,Jednorodzinna,SUCHE,worek,,,
23.120911,53.136609,1000099,T,Jednorodzinna,gabaryty,kontener,,,
23.120911,53.136609,1000099,T,Jednorodzinna,popiół,worek,,,
23.120911,53.136609,1000099,T,Jednorodzinna,szkło,worek,,,
23.120911,53.136609,1000099,T,Jednorodzinna,zielone,worek,,,
23.120911,53.136609,1000099,T,Jednorodzinna,zmieszane,120,18014398708513826,4000000BDCFC22,4000000BDCFC22
23.120973,53.135907,1000100,T,Jednorodzinna,SUCHE,worek,,,
23.120973,53.135907,1000100,T,Jednorodzinna,gabaryty,kontener,,,
23.120973,53.135907,1000100,T,Jednorodzinna,popiół,worek,,,
23.120973,53.135907,1000100,T,Jednorodzinna,szkło,worek,,,
23.120973,53.135907,1000100,T,Jednorodzinna,zielone,worek,,,
23.120973,53.135907,1000100,T,Jednorodzinna,zmieszane,240,18014398708513969,4000000BDCFCB1,4000000BDCFCB1
23.120884,53.135711,1000101,T,Jednorodzinna,SUCHE,worek,,,
23.120884,53.135711,1000101,T,Jednorodzinna,gabaryty,kontener,,,
23.120884,53.135711,1000101,T,Jednorodzinna,popiół,worek,,,
23.120884,53.135711,1000101,T,Jednorodzinna,szkło,worek,,,
23.120884,53.135711,1000101,T,Jednorodzinna,zielone,worek,,,
23.120884,53.135711,1000101,T,Jednorodzinna,zmieszane,240,18014398708514780,4000000BDCFFDC,4000000BDCFFDC
23.120791,53.135449,1000102,T,Jednorodzinna,SUCHE,worek,,,
23.120791,53.135449,1000102,T,Jednorodzinna,gabaryty,kontener,,,
23.120791,53.135449,1000102,T,Jednorodzinna,popiół,worek,,,
23.120791,53.135449,1000102,T,Jednorodzinna,szkło,worek,,,
23.120791,53.135449,1000102,T,Jednorodzinna,zielone,worek,,,
23.120791,53.135449,1000102,T,Jednorodzinna,zmieszane,240,18014398708514478,4000000BDCFEAE,4000000BDCFEAE
23.120773,53.135364,1000103,T,Jednorodzinna,SUCHE,worek,,,
23.120773,53.135364,1000103,T,Jednorodzinna,gabaryty,kontener,,,
23.120773,53.135364,1000103,T,Jednorodzinna,popiół,worek,,,
23.120773,53.135364,1000103,T,Jednorodzinna,szkło,worek,,,
23.120773,53.135364,1000103,T,Jednorodzinna,zielone,worek,,,
23.120773,53.135364,1000103,T,Jednorodzinna,zmieszane,240,18014398708514692,4000000BDCFF84,4000000BDCFF84
23.120733,53.135293,1000104,T,Jednorodzinna,SUCHE,worek,,,
23.120733,53.135293,1000104,T,Jednorodzinna,gabaryty,kontener,,,
23.120733,53.135293,1000104,T,Jednorodzinna,popiół,worek,,,
23.120733,53.135293,1000104,T,Jednorodzinna,szkło,worek,,,
23.120733,53.135293,1000104,T,Jednorodzinna,zielone,worek,,,
23.120733,53.135293,1000104,T,Jednorodzinna,zmieszane,120,18014398708514916,4000000BDD0064,4000000BDD0064
23.116769,53.126222,1000105,T,Jednorodzinna,SUCHE,worek,,,
23.116769,53.126222,1000105,T,Jednorodzinna,gabaryty,kontener,,,
23.116769,53.126222,1000105,T,Jednorodzinna,popiół,worek,,,
23.116769,53.126222,1000105,T,Jednorodzinna,szkło,worek,,,
23.116769,53.126222,1000105,T,Jednorodzinna,zielone,worek,,,
23.116769,53.126222,1000105,T,Jednorodzinna,zmieszane,120,18014398708514941,4000000BDD007D,4000000BDD007D
23.1204,53.134551,1000106,T,Jednorodzinna,SUCHE,worek,,,
23.1204,53.134551,1000106,T,Jednorodzinna,gabaryty,kontener,,,
23.1204,53.134551,1000106,T,Jednorodzinna,popiół,worek,,,
23.1204,53.134551,1000106,T,Jednorodzinna,szkło,worek,,,
23.1204,53.134551,1000106,T,Jednorodzinna,zielone,worek,,,
23.1204,53.134551,1000106,T,Jednorodzinna,zmieszane,240,18014398708500028,4000000BDCC63C,4000000BDCC63C
23.119711,53.132667,1000107,T,Jednorodzinna,SUCHE,worek,,,
23.119711,53.132667,1000107,T,Jednorodzinna,gabaryty,kontener,,,
23.119711,53.132667,1000107,T,Jednorodzinna,popiół,worek,,,
23.119711,53.132667,1000107,T,Jednorodzinna,szkło,worek,,,
23.119711,53.132667,1000107,T,Jednorodzinna,zielone,worek,,,
23.119711,53.132667,1000107,T,Jednorodzinna,zmieszane,120,18014398708515061,4000000BDD00F5,4000000BDD00F5
23.119711,53.132667,1000107,T,Jednorodzinna,zmieszane,120,18014398708514863,4000000BDD002F,4000000BDD002F
23.119631,53.132462,1000108,T,Jednorodzinna,SUCHE,worek,,,
23.119631,53.132462,1000108,T,Jednorodzinna,gabaryty,kontener,,,
23.119631,53.132462,1000108,T,Jednorodzinna,popiół,worek,,,
23.119631,53.132462,1000108,T,Jednorodzinna,szkło,worek,,,
23.119631,53.132462,1000108,T,Jednorodzinna,zielone,worek,,,
23.119631,53.132462,1000108,T,Jednorodzinna,zmieszane,240,18014398708497822,4000000BDCBD9E,4000000BDCBD9E
23.119511,53.132222,1000109,T,Jednorodzinna,SUCHE,worek,,,
23.119511,53.132222,1000109,T,Jednorodzinna,gabaryty,kontener,,,
23.119511,53.132222,1000109,T,Jednorodzinna,popiół,worek,,,
23.119511,53.132222,1000109,T,Jednorodzinna,szkło,worek,,,
23.119511,53.132222,1000109,T,Jednorodzinna,zielone,worek,,,
